customer_id,product_id,purchase_date,category,price,ratings,page_views,time_spent
4,105,2023-10-04,Electronics,800,2.0,62,49
5,102,2023-08-14,Beauty,30,3.0,73,52
5,102,2023-11-19,Electronics,800,5.0,55,127
2,105,2023-01-11,Electronics,800,2.0,55,28
1,103,2023-02-27,Home & Kitchen,200,1.0,46,43
5,105,2023-09-25,Electronics,800,3.0,68,146
2,105,2023-10-04,Clothing,50,2.0,71,84
2,104,2023-04-06,Beauty,30,3.0,43,50
3,104,2023-11-02,Beauty,30,2.0,94,37
5,104,2023-03-25,Electronics,500,3.0,32,73
5,101,2023-01-30,Beauty,30,2.0,82,116
1,101,2023-07-21,Beauty,30,5.0,14,148
1,101,2023-11-28,Clothing,50,3.0,88,26
5,103,2023-05-22,Clothing,50,5.0,87,96
5,104,2023-04-18,Electronics,500,2.0,14,44
3,105,2023-12-09,Electronics,800,4.0,22,108
5,104,2023-08-21,Electronics,500,1.0,26,115
2,103,2023-06-25,Beauty,30,2.0,26,25
1,105,2023-05-09,Electronics,500,4.0,10,139
2,101,2023-12-30,Clothing,50,3.0,16,63
1,105,2023-04-28,Electronics,500,2.0,42,57
4,105,2023-09-05,Electronics,800,5.0,65,119
1,105,2023-10-03,Home & Kitchen,200,4.0,98,79
2,101,2023-10-12,Beauty,30,1.0,16,80
2,102,2023-11-09,Home & Kitchen,200,2.0,65,116
5,101,2023-10-27,Beauty,30,4.0,89,75
1,103,2023-06-07,Clothing,50,4.0,76,113
1,105,2023-04-03,Home & Kitchen,200,4.0,57,23
5,101,2023-01-31,Home & Kitchen,200,1.0,45,22
4,101,2023-02-04,Electronics,500,3.0,10,36
3,101,2023-07-24,Home & Kitchen,200,3.0,18,125
3,101,2023-07-22,Electronics,500,4.0,80,85
1,103,2023-03-31,Electronics,500,4.0,19,23
1,101,2023-05-27,Electronics,800,2.0,98,100
4,103,2023-09-30,Electronics,500,1.0,10,72
4,104,2023-08-31,Electronics,800,2.0,13,113
1,101,2023-07-06,Beauty,30,2.0,46,144
1,101,2023-12-12,Electronics,800,4.0,29,131
2,104,2023-11-08,Beauty,30,3.0,58,50
2,103,2023-12-05,Beauty,30,5.0,53,37
3,101,2023-03-11,Beauty,30,1.0,43,30
4,103,2023-04-28,Electronics,800,5.0,67,45
3,104,2023-01-31,Home & Kitchen,200,3.0,58,112
1,103,2023-09-12,Electronics,800,4.0,43,31
3,103,2023-06-11,Clothing,50,1.0,52,70
5,102,2023-07-23,Electronics,800,4.0,29,111
5,102,2023-01-18,Home & Kitchen,200,3.0,61,103
2,103,2023-09-14,Electronics,800,1.0,94,112
4,103,2023-02-12,Electronics,500,3.0,28,145
2,101,2023-07-01,Electronics,800,1.0,42,62
1,101,2023-10-27,Electronics,500,2.0,84,77
5,104,2023-10-12,Beauty,30,2.0,89,45
1,101,2023-07-13,Electronics,800,1.0,37,25
4,103,2023-12-19,Clothing,50,4.0,38,107
3,103,2023-12-08,Electronics,800,4.0,84,81
2,103,2023-04-13,Clothing,50,3.0,97,59
1,104,2023-05-06,Electronics,500,5.0,78,139
2,104,2023-08-15,Electronics,800,4.0,46,59
1,102,2023-07-23,Electronics,500,2.0,39,68
1,104,2023-06-03,Electronics,800,3.0,71,109
3,101,2023-03-19,Electronics,800,5.0,89,83
3,105,2023-11-14,Clothing,50,2.0,27,36
1,105,2023-06-04,Home & Kitchen,200,3.0,74,111
2,104,2023-09-02,Electronics,800,3.0,52,40
2,102,2023-03-07,Electronics,800,3.0,95,131
4,102,2023-08-07,Beauty,30,1.0,100,22
1,101,2023-07-06,Electronics,800,4.0,87,135
5,103,2023-05-04,Electronics,500,3.0,54,36
2,103,2023-04-27,Electronics,800,3.0,70,132
2,104,2023-11-01,Electronics,500,4.0,16,66
1,102,2023-10-07,Clothing,50,3.0,87,50
1,103,2023-09-23,Home & Kitchen,200,3.0,21,39
1,102,2023-12-12,Electronics,800,3.0,31,132
4,101,2023-10-15,Electronics,800,4.0,17,109
1,105,2023-01-14,Home & Kitchen,200,3.0,89,88
5,101,2023-09-30,Electronics,500,4.0,46,85
4,101,2023-12-16,Electronics,800,2.0,44,66
1,102,2023-04-22,Home & Kitchen,200,3.0,66,130
4,103,2023-07-18,Electronics,800,4.0,61,40
3,101,2023-11-14,Beauty,30,2.0,74,109
4,101,2023-12-10,Home & Kitchen,200,2.0,36,145
2,102,2023-08-11,Clothing,50,2.0,38,66
4,102,2023-11-13,Electronics,500,1.0,88,109
1,101,2023-01-17,Clothing,50,4.0,42,71
2,101,2023-09-01,Beauty,30,3.0,75,128
1,101,2023-05-07,Beauty,30,3.0,17,123
5,104,2023-04-24,Clothing,50,1.0,10,117
1,103,2023-11-13,Electronics,500,4.0,82,104
4,101,2023-04-07,Electronics,800,4.0,54,93
2,101,2023-03-13,Electronics,800,4.0,62,118
1,101,2023-05-31,Home & Kitchen,200,3.0,63,144
4,101,2023-08-09,Electronics,800,5.0,41,132
1,102,2023-04-20,Beauty,30,4.0,68,95
1,101,2023-01-15,Electronics,500,2.0,42,44
1,103,2023-07-05,Home & Kitchen,200,2.0,72,43
2,102,2023-02-02,Beauty,30,4.0,80,61
2,104,2023-02-20,Electronics,500,2.0,24,116
1,101,2023-03-21,Beauty,30,4.0,81,62
2,103,2023-06-06,Beauty,30,5.0,97,68
1,101,2023-03-11,Electronics,800,3.0,90,125
4,101,2023-11-17,Beauty,30,3.0,48,116
3,101,2023-10-12,Electronics,500,1.0,40,148
1,101,2023-10-24,Home & Kitchen,200,5.0,43,119
3,104,2023-09-22,Electronics,800,2.0,63,94
1,104,2023-08-23,Electronics,500,3.0,78,144
4,102,2023-12-18,Electronics,500,5.0,12,105
3,102,2023-05-14,Electronics,500,5.0,50,123
1,101,2023-12-10,Home & Kitchen,200,1.0,26,69
1,103,2023-07-17,Beauty,30,1.0,34,105
3,103,2023-05-15,Electronics,500,4.0,15,134
1,101,2023-01-13,Electronics,800,4.0,90,30
4,101,2023-07-14,Home & Kitchen,200,2.0,52,136
1,103,2023-04-12,Electronics,500,4.0,34,70
5,102,2023-10-02,Clothing,50,3.0,83,40
5,101,2023-10-28,Electronics,800,5.0,91,36
3,103,2023-06-08,Home & Kitchen,200,2.0,41,108
5,101,2023-09-13,Beauty,30,4.0,57,72
1,103,2023-06-21,Home & Kitchen,200,3.0,91,65
1,105,2023-11-20,Electronics,800,2.0,57,90
4,101,2023-04-19,Electronics,800,3.0,64,98
3,102,2023-01-11,Home & Kitchen,200,3.0,93,22
4,103,2023-11-20,Clothing,50,2.0,85,136
4,105,2023-11-02,Beauty,30,3.0,41,81
1,102,2023-10-15,Clothing,50,3.0,53,66
4,103,2023-03-04,Electronics,800,3.0,13,81
4,101,2023-11-16,Home & Kitchen,200,2.0,36,50
5,101,2023-06-21,Electronics,500,3.0,14,78
1,101,2023-07-02,Electronics,800,4.0,56,147
1,104,2023-09-15,Clothing,50,3.0,96,71
1,103,2023-12-17,Electronics,800,5.0,89,35
1,101,2023-02-14,Beauty,30,5.0,56,134
1,101,2023-07-20,Electronics,800,5.0,100,87
5,102,2023-04-24,Electronics,800,1.0,87,132
2,101,2023-06-12,Home & Kitchen,200,2.0,83,120
1,105,2023-07-20,Home & Kitchen,200,4.0,67,146
2,105,2023-02-01,Home & Kitchen,200,2.0,61,125
4,101,2023-04-24,Beauty,30,1.0,96,53
5,101,2023-01-10,Clothing,50,4.0,66,107
1,105,2023-05-21,Electronics,800,3.0,94,26
2,105,2023-10-01,Beauty,30,4.0,15,121
4,102,2023-02-17,Electronics,500,2.0,81,30
5,101,2023-05-28,Electronics,500,3.0,11,111
1,101,2023-08-24,Electronics,800,3.0,54,122
5,105,2023-03-20,Home & Kitchen,200,4.0,22,87
4,101,2023-06-15,Electronics,500,1.0,65,46
3,101,2023-12-25,Electronics,500,3.0,65,86
1,105,2023-01-21,Clothing,50,4.0,66,49
1,102,2023-08-09,Home & Kitchen,200,4.0,77,131
1,101,2023-02-15,Beauty,30,2.0,98,85
4,103,2023-08-24,Beauty,30,3.0,48,88
2,104,2023-01-09,Beauty,30,3.0,50,40
3,101,2023-11-02,Electronics,500,5.0,70,108
3,105,2023-09-09,Electronics,500,2.0,19,115
3,103,2023-11-16,Clothing,50,1.0,78,94
2,103,2023-09-19,Electronics,800,2.0,53,114
2,104,2023-03-31,Clothing,50,4.0,43,106
1,104,2023-02-08,Home & Kitchen,200,2.0,50,121
4,101,2023-08-12,Electronics,800,3.0,62,70
5,104,2023-07-26,Electronics,500,5.0,38,73
2,101,2023-08-29,Electronics,800,1.0,41,80
1,105,2023-09-27,Clothing,50,1.0,31,33
1,103,2023-11-05,Home & Kitchen,200,3.0,31,38
2,104,2023-04-14,Home & Kitchen,200,5.0,19,104
1,105,2023-04-27,Electronics,800,3.0,46,55
2,102,2023-01-20,Beauty,30,4.0,55,85
1,101,2023-09-04,Clothing,50,4.0,10,37
1,101,2023-07-24,Electronics,800,1.0,88,48
1,104,2023-08-09,Electronics,800,3.0,58,119
1,105,2023-03-22,Electronics,800,4.0,97,77
1,101,2023-02-23,Clothing,50,2.0,80,38
5,101,2023-08-08,Electronics,500,2.0,12,108
2,103,2023-12-30,Beauty,30,5.0,68,94
2,105,2023-10-20,Home & Kitchen,200,3.0,52,145
1,105,2023-05-30,Electronics,500,1.0,45,141
3,105,2023-04-04,Home & Kitchen,200,4.0,63,107
5,105,2023-08-30,Electronics,500,3.0,31,77
4,101,2023-12-02,Electronics,800,4.0,85,74
1,102,2023-11-21,Electronics,800,5.0,18,103
1,103,2023-09-11,Home & Kitchen,200,2.0,64,48
1,101,2023-12-27,Clothing,50,1.0,47,69
4,103,2023-05-31,Electronics,800,3.0,84,109
2,102,2023-12-26,Electronics,800,2.0,66,128
1,101,2023-05-20,Electronics,800,3.0,55,130
1,101,2023-09-06,Electronics,800,4.0,56,84
1,102,2023-11-30,Clothing,50,2.0,81,63
3,103,2023-05-05,Electronics,500,2.0,39,127
2,101,2023-04-16,Electronics,800,1.0,99,66
5,101,2023-02-07,Electronics,500,3.0,83,135
3,101,2023-06-09,Electronics,800,4.0,79,69
1,102,2023-04-07,Electronics,800,3.0,53,37
1,101,2023-07-17,Home & Kitchen,200,3.0,30,89
2,104,2023-03-01,Home & Kitchen,200,2.0,44,116
4,101,2023-04-26,Home & Kitchen,200,5.0,65,125
5,104,2023-08-16,Electronics,800,3.0,31,49
5,104,2023-11-12,Electronics,500,1.0,15,59
4,104,2023-05-23,Electronics,800,2.0,94,49
5,103,2023-04-30,Clothing,50,5.0,42,104
5,103,2023-02-01,Electronics,800,2.0,56,50
1,102,2023-01-28,Electronics,500,4.0,61,33
5,104,2023-11-18,Home & Kitchen,200,3.0,28,116
1,101,2023-12-27,Electronics,800,1.0,26,57
1,101,2023-03-28,Beauty,30,3.0,28,108
2,103,2023-09-28,Electronics,800,2.0,15,28
3,101,2023-07-15,Beauty,30,2.0,86,68
1,104,2023-07-21,Electronics,500,4.0,43,49
1,104,2023-09-27,Electronics,800,2.0,73,73
3,102,2023-01-28,Electronics,800,5.0,78,77
1,102,2023-04-30,Electronics,800,2.0,24,102
3,102,2023-05-30,Home & Kitchen,200,3.0,53,128
1,104,2023-11-13,Electronics,800,4.0,37,78
4,102,2023-01-08,Electronics,800,3.0,93,83
1,101,2023-05-21,Electronics,500,2.0,68,59
3,101,2023-08-22,Home & Kitchen,200,4.0,78,91
4,104,2023-04-19,Electronics,500,1.0,42,28
5,104,2023-12-14,Electronics,500,2.0,59,38
2,103,2023-10-05,Clothing,50,2.0,29,86
1,103,2023-04-12,Electronics,500,3.0,49,43
3,103,2023-12-03,Home & Kitchen,200,1.0,54,139
5,102,2023-11-12,Electronics,800,3.0,91,100
5,103,2023-06-09,Beauty,30,2.0,16,121
1,105,2023-09-02,Home & Kitchen,200,3.0,95,138
1,102,2023-08-14,Home & Kitchen,200,3.0,17,108
1,101,2023-04-06,Home & Kitchen,200,4.0,93,87
1,103,2023-02-03,Clothing,50,4.0,87,125
1,105,2023-02-13,Home & Kitchen,200,2.0,86,98
2,101,2023-08-16,Electronics,500,2.0,88,145
3,105,2023-10-28,Beauty,30,1.0,45,91
1,102,2023-10-30,Home & Kitchen,200,2.0,58,134
2,101,2023-10-02,Electronics,800,2.0,42,46
1,105,2023-07-21,Electronics,500,4.0,76,72
1,101,2023-12-10,Home & Kitchen,200,3.0,54,145
1,105,2023-10-26,Electronics,500,2.0,90,44
1,105,2023-04-04,Electronics,500,4.0,81,138
5,101,2023-09-19,Clothing,50,3.0,98,121
3,103,2023-11-04,Electronics,500,4.0,34,67
1,101,2023-09-22,Electronics,500,4.0,20,97
1,103,2023-11-30,Electronics,800,4.0,98,108
1,103,2023-03-28,Home & Kitchen,200,1.0,19,64
1,104,2023-01-10,Electronics,800,2.0,60,34
1,101,2023-12-27,Home & Kitchen,200,2.0,19,121
2,102,2023-11-26,Electronics,800,4.0,61,147
1,101,2023-02-07,Electronics,500,2.0,97,120
5,101,2023-07-28,Clothing,50,3.0,38,96
2,102,2023-03-24,Electronics,500,4.0,93,131
5,104,2023-06-19,Electronics,800,2.0,41,101
4,104,2023-03-16,Electronics,800,2.0,98,133
1,102,2023-10-18,Home & Kitchen,200,2.0,14,133
2,104,2023-03-17,Electronics,500,2.0,32,46
4,101,2023-09-12,Electronics,500,4.0,47,29
2,105,2023-01-19,Electronics,500,2.0,24,125
5,105,2023-07-29,Home & Kitchen,200,5.0,43,33
5,104,2023-03-02,Home & Kitchen,200,2.0,10,92
5,101,2023-02-09,Beauty,30,3.0,15,115
2,105,2023-10-12,Clothing,50,2.0,64,39
3,104,2023-01-23,Beauty,30,4.0,76,38
1,105,2023-10-27,Electronics,800,3.0,71,107
3,101,2023-02-09,Electronics,800,2.0,10,149
3,103,2023-12-09,Electronics,500,4.0,88,132
1,103,2023-02-26,Beauty,30,4.0,87,99
1,104,2023-10-11,Electronics,500,4.0,80,75
4,102,2023-04-14,Electronics,800,3.0,97,20
3,101,2023-02-23,Electronics,800,3.0,79,111
2,105,2023-04-05,Electronics,500,5.0,14,106
2,102,2023-12-30,Electronics,800,2.0,56,70
5,105,2023-03-14,Electronics,800,2.0,84,55
5,104,2023-09-22,Electronics,500,5.0,80,115
1,105,2023-11-30,Home & Kitchen,200,1.0,15,45
1,105,2023-12-08,Clothing,50,5.0,82,57
1,103,2023-06-05,Beauty,30,3.0,54,117
1,104,2023-08-23,Clothing,50,2.0,40,38
3,101,2023-09-24,Electronics,500,5.0,78,100
5,101,2023-06-28,Electronics,500,2.0,88,58
2,105,2023-05-03,Beauty,30,2.0,41,56
5,101,2023-11-14,Clothing,50,2.0,56,54
5,105,2023-08-06,Electronics,800,2.0,66,129
2,105,2023-09-18,Electronics,800,5.0,61,78
3,101,2023-03-31,Electronics,500,4.0,39,35
4,101,2023-08-13,Electronics,800,4.0,56,107
1,105,2023-09-25,Home & Kitchen,200,2.0,84,108
4,101,2023-05-06,Electronics,500,3.0,14,106
1,105,2023-11-12,Beauty,30,3.0,62,120
2,104,2023-05-05,Beauty,30,3.0,47,116
4,105,2023-11-24,Electronics,500,3.0,17,92
4,101,2023-11-06,Electronics,500,4.0,47,117
1,101,2023-03-31,Electronics,800,2.0,77,80
1,101,2023-03-14,Home & Kitchen,200,5.0,28,112
5,103,2023-02-03,Clothing,50,4.0,74,129
2,101,2023-10-13,Clothing,50,2.0,94,107
1,105,2023-01-24,Home & Kitchen,200,5.0,26,52
3,105,2023-11-30,Electronics,800,4.0,85,62
1,104,2023-05-11,Electronics,800,4.0,73,141
1,101,2023-12-28,Clothing,50,5.0,33,45
1,102,2023-07-29,Electronics,800,4.0,100,36
1,102,2023-11-24,Electronics,800,3.0,26,43
4,102,2023-04-07,Clothing,50,5.0,77,25
1,102,2023-11-19,Electronics,500,3.0,64,90
3,105,2023-10-10,Electronics,800,5.0,84,25
2,102,2023-07-11,Clothing,50,5.0,25,106
1,105,2023-05-14,Beauty,30,2.0,55,98
3,101,2023-04-25,Clothing,50,4.0,25,25
2,105,2023-03-25,Electronics,500,4.0,43,63
1,101,2023-10-01,Beauty,30,3.0,90,118
5,101,2023-11-21,Clothing,50,3.0,78,112
1,101,2023-10-01,Electronics,500,4.0,82,103
5,102,2023-09-28,Beauty,30,3.0,98,95
4,102,2023-02-08,Beauty,30,2.0,44,73
1,102,2023-12-18,Electronics,800,1.0,49,109
2,103,2023-12-29,Home & Kitchen,200,4.0,91,21
4,101,2023-06-23,Electronics,800,3.0,21,137
5,101,2023-04-21,Clothing,50,5.0,97,134
5,103,2023-05-14,Home & Kitchen,200,2.0,25,121
2,102,2023-03-05,Clothing,50,2.0,40,99
5,101,2023-03-01,Electronics,500,1.0,45,30
3,105,2023-08-23,Home & Kitchen,200,4.0,53,112
1,101,2023-11-22,Home & Kitchen,200,2.0,30,107
2,102,2023-09-24,Clothing,50,2.0,15,38
3,102,2023-08-08,Clothing,50,3.0,10,77
1,105,2023-11-04,Beauty,30,4.0,87,108
5,103,2023-11-30,Electronics,800,2.0,41,46
5,105,2023-12-23,Clothing,50,2.0,64,117
5,101,2023-08-28,Clothing,50,5.0,61,60
2,105,2023-07-06,Electronics,800,4.0,75,67
1,105,2023-07-07,Clothing,50,4.0,31,146
1,105,2023-07-06,Clothing,50,3.0,52,64
1,105,2023-11-30,Electronics,800,3.0,39,68
5,105,2023-06-07,Electronics,800,5.0,89,147
5,105,2023-10-03,Electronics,800,1.0,66,94
4,104,2023-07-25,Electronics,500,5.0,60,30
5,101,2023-11-27,Electronics,800,3.0,22,149
5,104,2023-01-29,Home & Kitchen,200,3.0,65,113
4,101,2023-07-20,Electronics,500,4.0,98,104
5,102,2023-01-31,Electronics,800,2.0,85,84
1,104,2023-04-24,Home & Kitchen,200,3.0,49,120
2,101,2023-05-03,Clothing,50,3.0,28,145
1,104,2023-02-11,Electronics,500,5.0,62,23
5,102,2023-01-16,Beauty,30,3.0,95,128
5,101,2023-03-14,Home & Kitchen,200,4.0,27,127
2,101,2023-10-10,Electronics,500,2.0,45,139
1,101,2023-05-22,Clothing,50,4.0,70,132
1,102,2023-03-24,Electronics,500,2.0,13,143
1,104,2023-05-23,Clothing,50,1.0,58,120
4,101,2023-11-13,Beauty,30,3.0,91,24
2,105,2023-07-27,Beauty,30,3.0,55,87
2,101,2023-03-18,Electronics,500,3.0,66,107
5,101,2023-05-13,Clothing,50,1.0,27,101
5,101,2023-07-11,Electronics,500,2.0,36,27
1,101,2023-11-18,Electronics,800,4.0,89,130
4,105,2023-12-30,Electronics,500,3.0,40,87
1,104,2023-07-11,Electronics,500,3.0,29,49
4,105,2023-12-13,Electronics,800,5.0,35,107
5,103,2023-01-28,Electronics,500,5.0,44,35
1,103,2023-08-26,Electronics,800,5.0,93,143
4,103,2023-12-13,Electronics,800,3.0,96,47
3,102,2023-09-20,Electronics,500,1.0,45,94
3,101,2023-02-02,Clothing,50,3.0,37,90
3,105,2023-04-15,Electronics,500,1.0,77,22
3,101,2023-08-20,Electronics,500,2.0,91,22
2,104,2023-02-09,Electronics,500,4.0,86,130
4,101,2023-06-28,Beauty,30,3.0,53,102
3,103,2023-08-22,Electronics,800,2.0,12,144
1,102,2023-08-29,Clothing,50,2.0,56,23
2,103,2023-12-18,Clothing,50,2.0,42,103
1,104,2023-11-01,Clothing,50,3.0,52,75
2,101,2023-05-14,Beauty,30,1.0,60,93
3,101,2023-07-04,Electronics,800,4.0,23,68
3,102,2023-03-03,Beauty,30,3.0,97,80
5,105,2023-03-12,Electronics,800,1.0,94,128
3,101,2023-01-06,Clothing,50,2.0,41,31
5,104,2023-11-18,Electronics,800,2.0,79,84
1,104,2023-08-26,Clothing,50,2.0,73,73
5,102,2023-12-12,Clothing,50,4.0,64,105
1,101,2023-03-02,Clothing,50,1.0,16,39
5,101,2023-11-08,Electronics,500,3.0,63,147
5,102,2023-02-26,Electronics,500,2.0,36,146
1,104,2023-12-17,Electronics,800,1.0,75,80
5,104,2023-11-12,Home & Kitchen,200,3.0,76,125
4,102,2023-12-29,Electronics,800,2.0,81,122
1,101,2023-12-14,Electronics,800,4.0,92,115
4,101,2023-02-10,Home & Kitchen,200,3.0,91,76
3,105,2023-03-17,Clothing,50,1.0,57,78
3,103,2023-09-23,Electronics,500,5.0,97,25
4,105,2023-06-21,Electronics,800,1.0,49,82
3,101,2023-03-30,Clothing,50,4.0,74,48
5,102,2023-12-28,Beauty,30,3.0,70,30
1,103,2023-07-10,Electronics,500,2.0,93,109
1,105,2023-01-19,Home & Kitchen,200,1.0,73,138
5,104,2023-04-20,Electronics,800,2.0,27,48
5,102,2023-07-26,Electronics,500,2.0,39,93
3,103,2023-02-26,Electronics,800,5.0,20,95
5,105,2023-09-13,Electronics,500,4.0,100,88
5,104,2023-05-21,Electronics,800,2.0,76,85
5,104,2023-03-27,Clothing,50,1.0,85,94
3,104,2023-12-02,Beauty,30,4.0,92,127
2,104,2023-09-13,Beauty,30,2.0,68,108
2,101,2023-03-28,Electronics,500,2.0,79,45
2,102,2023-06-25,Electronics,800,3.0,73,79
5,103,2023-05-16,Home & Kitchen,200,3.0,48,49
4,102,2023-07-16,Electronics,500,3.0,25,149
4,101,2023-12-30,Electronics,800,5.0,33,35
5,103,2023-05-10,Beauty,30,2.0,15,98
1,101,2023-11-01,Clothing,50,3.0,90,135
4,101,2023-05-29,Clothing,50,5.0,29,118
1,101,2023-10-23,Home & Kitchen,200,5.0,23,109
3,102,2023-12-28,Clothing,50,2.0,58,77
5,101,2023-01-09,Electronics,800,4.0,29,134
1,104,2023-12-04,Electronics,800,1.0,86,65
2,102,2023-04-23,Electronics,500,5.0,74,125
5,105,2023-08-26,Home & Kitchen,200,4.0,53,136
1,105,2023-05-12,Home & Kitchen,200,4.0,36,102
5,103,2023-09-10,Electronics,800,2.0,92,78
3,102,2023-05-28,Home & Kitchen,200,1.0,20,76
5,104,2023-10-28,Electronics,500,2.0,47,86
4,101,2023-09-01,Electronics,800,3.0,50,141
3,105,2023-02-03,Electronics,500,1.0,35,57
4,103,2023-06-22,Home & Kitchen,200,1.0,100,59
3,105,2023-03-16,Clothing,50,3.0,50,29
4,101,2023-12-23,Home & Kitchen,200,4.0,76,117
3,105,2023-01-06,Electronics,500,4.0,51,37
2,101,2023-11-13,Clothing,50,5.0,45,140
3,104,2023-08-09,Electronics,500,3.0,88,91
4,103,2023-07-08,Electronics,800,5.0,90,40
1,102,2023-03-28,Beauty,30,2.0,26,127
3,101,2023-10-06,Beauty,30,5.0,18,46
2,104,2023-09-14,Electronics,800,4.0,27,113
5,104,2023-02-11,Electronics,800,4.0,26,66
1,102,2023-12-23,Electronics,800,3.0,14,41
5,105,2023-03-26,Beauty,30,4.0,34,88
2,103,2023-10-12,Electronics,500,5.0,61,65
3,105,2023-10-03,Home & Kitchen,200,4.0,34,67
2,101,2023-07-20,Electronics,500,3.0,97,53
1,101,2023-01-08,Clothing,50,4.0,20,95
1,102,2023-02-19,Electronics,800,5.0,28,118
4,101,2023-07-11,Electronics,500,2.0,65,92
5,104,2023-07-18,Home & Kitchen,200,5.0,19,60
4,103,2023-08-31,Electronics,500,5.0,15,21
4,105,2023-07-20,Beauty,30,4.0,66,128
4,101,2023-01-30,Electronics,800,4.0,32,95
1,104,2023-09-08,Electronics,500,3.0,74,87
1,104,2023-10-18,Electronics,500,3.0,95,114
4,103,2023-11-04,Clothing,50,3.0,34,39
1,101,2023-09-21,Beauty,30,2.0,56,111
1,101,2023-01-19,Clothing,50,5.0,30,70
5,102,2023-01-11,Electronics,800,3.0,57,72
2,104,2023-10-11,Electronics,800,4.0,48,86
4,102,2023-01-10,Electronics,800,4.0,94,119
5,101,2023-12-09,Clothing,50,2.0,21,56
5,105,2023-10-18,Electronics,500,3.0,85,21
1,102,2023-01-21,Electronics,500,1.0,75,56
1,105,2023-09-05,Beauty,30,3.0,87,52
1,101,2023-11-05,Home & Kitchen,200,2.0,54,83
1,103,2023-10-10,Electronics,500,2.0,24,97
1,105,2023-03-04,Clothing,50,4.0,20,88
5,101,2023-12-25,Electronics,800,2.0,35,132
5,104,2023-04-15,Clothing,50,5.0,12,80
2,101,2023-08-07,Electronics,500,2.0,67,84
2,101,2023-11-22,Electronics,500,4.0,41,139
3,102,2023-09-28,Electronics,500,4.0,48,39
3,105,2023-03-22,Clothing,50,5.0,67,38
4,101,2023-05-26,Home & Kitchen,200,4.0,16,81
3,105,2023-03-30,Home & Kitchen,200,2.0,42,22
2,104,2023-09-18,Beauty,30,2.0,28,101
5,105,2023-04-15,Electronics,800,3.0,99,63
1,105,2023-07-03,Clothing,50,4.0,85,100
2,101,2023-01-07,Electronics,500,4.0,76,69
2,105,2023-02-09,Electronics,500,4.0,40,76
2,102,2023-03-16,Electronics,500,1.0,90,44
5,104,2023-06-30,Electronics,800,4.0,10,57
1,105,2023-03-27,Clothing,50,2.0,20,112
5,104,2023-05-11,Beauty,30,3.0,76,23
1,105,2023-06-24,Beauty,30,4.0,87,98
3,105,2023-09-16,Home & Kitchen,200,2.0,96,133
5,102,2023-04-30,Beauty,30,4.0,65,42
2,101,2023-08-01,Home & Kitchen,200,2.0,25,30
1,101,2023-10-31,Home & Kitchen,200,3.0,89,137
5,104,2023-09-23,Home & Kitchen,200,1.0,48,51
4,104,2023-05-18,Electronics,800,3.0,44,126
4,101,2023-05-13,Electronics,500,4.0,48,143
4,101,2023-06-10,Electronics,500,5.0,86,117
